,Unnamed: 0,Rank,Country,Score,GDP,Social support,Healthy life expectancy,Freedom,Generosity,Corruption,Region,Year,High,Low,Family,Dystopia.Residual,Standard Error
69,69,70,Serbia,5.603,1.004,1.383,0.8540000000000001,0.282,0.13699999999999998,0.039,Central and Eastern Europe,2019,,,,,
70,70,71,Moldova,5.529,0.685,1.328,0.7390000000000001,0.245,0.181,0.0,Central and Eastern Europe,2019,,,,,
71,71,72,Libya,5.525,1.044,1.3030000000000002,0.6729999999999999,0.416,0.133,0.152,Middle East and Northern Africa,2019,,,,,
72,72,73,Montenegro,5.523,1.051,1.361,0.871,0.197,0.142,0.08,Central and Eastern Europe,2019,,,,,
73,73,74,Tajikistan,5.4670000000000005,0.493,1.098,0.718,0.389,0.23,0.14400000000000002,Central and Eastern Europe,2019,,,,,
74,74,75,Croatia,5.432,1.155,1.266,0.914,0.29600000000000004,0.119,0.022,Central and Eastern Europe,2019,,,,,
75,75,76,Hong Kong,5.43,1.4380000000000002,1.277,1.122,0.44,0.258,0.287,Eastern Asia,2019,,,,,
76,76,77,Dominican Republic,5.425,1.015,1.401,0.779,0.4970000000000001,0.113,0.101,Latin America and Caribbean,2019,,,,,
77,77,78,Bosnia and Herzegovina,5.386,0.945,1.212,0.845,0.212,0.263,0.006,Central and Eastern Europe,2019,,,,,
78,78,79,Turkey,5.372999999999998,1.183,1.36,0.8079999999999999,0.195,0.083,0.106,Middle East and Northern Africa,2019,,,,,
79,79,80,Malaysia,5.339,1.221,1.171,0.828,0.508,0.26,0.024,Southeastern Asia,2019,,,,,
80,80,81,Belarus,5.323,1.067,1.465,0.789,0.235,0.094,0.142,Central and Eastern Europe,2019,,,,,
81,81,82,Greece,5.287000000000001,1.181,1.156,0.999,0.067,0.0,0.034,Western Europe,2019,,,,,
82,82,83,Mongolia,5.285,0.948,1.531,0.667,0.317,0.235,0.038,Eastern Asia,2019,,,,,
83,83,84,North Macedonia,5.274,0.983,1.294,0.838,0.345,0.185,0.034,,2019,,,,,
84,84,85,Nigeria,5.265,0.696,1.111,0.245,0.426,0.215,0.041,Sub-Saharan Africa,2019,,,,,
85,85,86,Kyrgyzstan,5.261,0.551,1.4380000000000002,0.723,0.508,0.3,0.023,Central and Eastern Europe,2019,,,,,
86,86,87,Turkmenistan,5.247000000000001,1.052,1.538,0.657,0.394,0.244,0.028,Central and Eastern Europe,2019,,,,,
87,87,88,Algeria,5.211,1.002,1.16,0.785,0.086,0.073,0.114,Middle East and Northern Africa,2019,,,,,
88,88,89,Morocco,5.207999999999998,0.8009999999999999,0.782,0.782,0.418,0.036000000000000004,0.076,Middle East and Northern Africa,2019,,,,,
89,89,90,Azerbaijan,5.207999999999998,1.043,1.147,0.769,0.35100000000000003,0.035,0.182,Central and Eastern Europe,2019,,,,,
90,90,91,Lebanon,5.197,0.987,1.224,0.815,0.21600000000000005,0.166,0.027000000000000003,Middle East and Northern Africa,2019,,,,,
91,91,92,Indonesia,5.192,0.931,1.203,0.66,0.491,0.498,0.028,Southeastern Asia,2019,,,,,
92,92,93,China,5.191,1.029,1.125,0.893,0.521,0.058,0.1,Eastern Asia,2019,,,,,
93,93,94,Vietnam,5.175,0.741,1.346,0.851,0.5429999999999999,0.147,0.073,Southeastern Asia,2019,,,,,
94,94,95,Bhutan,5.082,0.813,1.321,0.604,0.457,0.37,0.16699999999999998,Southern Asia,2019,,,,,
95,95,96,Cameroon,5.044,0.5489999999999999,0.91,0.331,0.381,0.187,0.037000000000000005,Sub-Saharan Africa,2019,,,,,
96,96,97,Bulgaria,5.011,1.092,1.513,0.815,0.311,0.081,0.004,Central and Eastern Europe,2019,,,,,
97,97,98,Ghana,4.996,0.611,0.868,0.486,0.381,0.245,0.04,Sub-Saharan Africa,2019,,,,,
98,98,99,Ivory Coast,4.944,0.569,0.8079999999999999,0.232,0.35200000000000004,0.154,0.09,Sub-Saharan Africa,2019,,,,,
99,99,100,Nepal,4.913,0.446,1.226,0.677,0.439,0.285,0.08900000000000001,Southern Asia,2019,,,,,
100,100,101,Jordan,4.9060000000000015,0.8370000000000001,1.225,0.815,0.383,0.11,0.13,Middle East and Northern Africa,2019,,,,,
101,101,102,Benin,4.883,0.393,0.4370000000000001,0.397,0.349,0.175,0.08199999999999999,Sub-Saharan Africa,2019,,,,,
102,102,103,Congo (Brazzaville),4.812,0.6729999999999999,0.799,0.508,0.3720000000000001,0.105,0.093,Sub-Saharan Africa,2019,,,,,
103,103,104,Gabon,4.799,1.057,1.183,0.5710000000000001,0.295,0.043,0.055,Sub-Saharan Africa,2019,,,,,
104,104,105,Laos,4.796,0.764,1.03,0.551,0.547,0.266,0.16399999999999998,Southeastern Asia,2019,,,,,
105,105,106,South Africa,4.722,0.96,1.351,0.469,0.389,0.13,0.055,Sub-Saharan Africa,2019,,,,,
106,106,107,Albania,4.7189999999999985,0.947,0.848,0.8740000000000001,0.383,0.17800000000000002,0.027000000000000003,Central and Eastern Europe,2019,,,,,
107,107,108,Venezuela,4.707,0.96,1.4269999999999998,0.805,0.154,0.064,0.047,Latin America and Caribbean,2019,,,,,
108,108,109,Cambodia,4.7,0.574,1.122,0.637,0.609,0.232,0.062,Southeastern Asia,2019,,,,,
109,109,110,Palestinian Territories,4.6960000000000015,0.657,1.247,0.672,0.225,0.103,0.066,Middle East and Northern Africa,2019,,,,,
110,110,111,Senegal,4.681,0.45,1.134,0.5710000000000001,0.292,0.153,0.07200000000000001,Sub-Saharan Africa,2019,,,,,
111,111,112,Somalia,4.668,0.0,0.698,0.268,0.5589999999999999,0.243,0.27,,2019,,,,,
112,112,113,Namibia,4.6389999999999985,0.879,1.3130000000000002,0.477,0.401,0.07,0.056,,2019,,,,,
113,113,114,Niger,4.628,0.138,0.774,0.366,0.318,0.188,0.102,Sub-Saharan Africa,2019,,,,,
114,114,115,Burkina Faso,4.587,0.331,1.056,0.38,0.255,0.177,0.113,Sub-Saharan Africa,2019,,,,,
115,115,116,Armenia,4.559,0.85,1.055,0.815,0.28300000000000003,0.095,0.064,Central and Eastern Europe,2019,,,,,
116,116,117,Iran,4.548,1.1,0.8420000000000001,0.785,0.305,0.27,0.125,Middle East and Northern Africa,2019,,,,,
117,117,118,Guinea,4.534,0.38,0.8290000000000001,0.375,0.332,0.207,0.086,Sub-Saharan Africa,2019,,,,,
118,118,119,Georgia,4.519,0.8859999999999999,0.6659999999999999,0.752,0.34600000000000003,0.043,0.16399999999999998,Central and Eastern Europe,2019,,,,,
119,119,120,Gambia,4.516,0.308,0.939,0.428,0.382,0.269,0.16699999999999998,,2019,,,,,
120,120,121,Kenya,4.509,0.512,0.983,0.581,0.431,0.3720000000000001,0.053,Sub-Saharan Africa,2019,,,,,
121,121,122,Mauritania,4.49,0.57,1.167,0.489,0.066,0.106,0.08800000000000001,Sub-Saharan Africa,2019,,,,,
122,122,123,Mozambique,4.466,0.204,0.986,0.39,0.494,0.197,0.138,Sub-Saharan Africa,2019,,,,,
123,123,124,Tunisia,4.461,0.921,1.0,0.815,0.16699999999999998,0.059,0.055,Middle East and Northern Africa,2019,,,,,
124,124,125,Bangladesh,4.456,0.562,0.928,0.723,0.527,0.166,0.14300000000000002,Southern Asia,2019,,,,,
125,125,126,Iraq,4.437,1.043,0.98,0.574,0.241,0.14800000000000002,0.08900000000000001,Middle East and Northern Africa,2019,,,,,
126,126,127,Congo (Kinshasa),4.418,0.094,1.125,0.35700000000000004,0.269,0.212,0.053,Sub-Saharan Africa,2019,,,,,
127,127,128,Mali,4.39,0.385,1.105,0.308,0.327,0.153,0.052000000000000005,Sub-Saharan Africa,2019,,,,,
128,128,129,Sierra Leone,4.374,0.268,0.841,0.242,0.309,0.252,0.045,Sub-Saharan Africa,2019,,,,,
129,129,130,Sri Lanka,4.3660000000000005,0.949,1.265,0.831,0.47,0.244,0.047,Southern Asia,2019,,,,,
130,130,131,Myanmar,4.36,0.71,1.181,0.555,0.525,0.5660000000000001,0.172,Southeastern Asia,2019,,,,,
131,131,132,Chad,4.35,0.35,0.7659999999999999,0.192,0.174,0.198,0.078,Sub-Saharan Africa,2019,,,,,
132,132,133,Ukraine,4.332,0.82,1.39,0.7390000000000001,0.17800000000000002,0.187,0.01,Central and Eastern Europe,2019,,,,,
133,133,134,Ethiopia,4.2860000000000005,0.336,1.033,0.532,0.344,0.209,0.1,Sub-Saharan Africa,2019,,,,,
134,134,135,Swaziland,4.212,0.8109999999999999,1.149,0.0,0.313,0.07400000000000001,0.135,Sub-Saharan Africa,2019,,,,,
135,135,136,Uganda,4.189,0.332,1.069,0.443,0.35600000000000004,0.252,0.06,Sub-Saharan Africa,2019,,,,,
136,136,137,Egypt,4.166,0.913,1.039,0.644,0.241,0.076,0.067,Middle East and Northern Africa,2019,,,,,
137,137,138,Zambia,4.107,0.578,1.058,0.426,0.431,0.247,0.087,Sub-Saharan Africa,2019,,,,,
138,138,139,Togo,4.085,0.275,0.5720000000000001,0.41,0.293,0.177,0.085,Sub-Saharan Africa,2019,,,,,
139,139,140,India,4.015,0.755,0.765,0.588,0.498,0.2,0.085,Southern Asia,2019,,,,,
140,140,141,Liberia,3.975,0.073,0.922,0.443,0.37,0.233,0.033,Sub-Saharan Africa,2019,,,,,
141,141,142,Comoros,3.973,0.274,0.757,0.505,0.142,0.275,0.078,Sub-Saharan Africa,2019,,,,,
142,142,143,Madagascar,3.933,0.274,0.916,0.555,0.14800000000000002,0.16899999999999998,0.041,Sub-Saharan Africa,2019,,,,,
143,143,144,Lesotho,3.802,0.489,1.169,0.168,0.359,0.107,0.093,Sub-Saharan Africa,2019,,,,,
144,144,145,Burundi,3.775,0.046,0.447,0.38,0.22,0.17600000000000002,0.18,Sub-Saharan Africa,2019,,,,,
145,145,146,Zimbabwe,3.663,0.366,1.114,0.433,0.361,0.151,0.08900000000000001,Sub-Saharan Africa,2019,,,,,
146,146,147,Haiti,3.597,0.32299999999999995,0.688,0.449,0.026,0.419,0.11,Latin America and Caribbean,2019,,,,,
147,147,148,Botswana,3.488,1.041,1.145,0.5379999999999999,0.455,0.025,0.1,Sub-Saharan Africa,2019,,,,,
148,148,149,Syria,3.462,0.619,0.378,0.44,0.013,0.331,0.141,Middle East and Northern Africa,2019,,,,,
149,149,150,Malawi,3.41,0.191,0.56,0.495,0.443,0.218,0.08900000000000001,Sub-Saharan Africa,2019,,,,,
150,150,151,Yemen,3.38,0.287,1.163,0.463,0.14300000000000002,0.108,0.077,Middle East and Northern Africa,2019,,,,,
151,151,152,Rwanda,3.334,0.359,0.711,0.614,0.555,0.217,0.411,Sub-Saharan Africa,2019,,,,,
152,152,153,Tanzania,3.2310000000000003,0.476,0.885,0.499,0.417,0.276,0.147,Sub-Saharan Africa,2019,,,,,
153,153,154,Afghanistan,3.2030000000000003,0.35,0.517,0.361,0.0,0.158,0.025,Southern Asia,2019,,,,,
154,154,155,Central African Republic,3.083,0.026,0.0,0.105,0.225,0.235,0.035,Sub-Saharan Africa,2019,,,,,
155,155,156,South Sudan,2.853,0.306,0.575,0.295,0.01,0.202,0.091,,2019,,,,,
156,0,1,Finland,7.6320000000000014,1.305,1.592,0.8740000000000001,0.6809999999999999,0.202,0.393,Western Europe,2018,,,,,
157,1,2,Norway,7.5939999999999985,1.456,1.582,0.861,0.6859999999999999,0.28600000000000003,0.34,Western Europe,2018,,,,,
158,2,3,Denmark,7.555,1.351,1.59,0.868,0.6829999999999999,0.284,0.408,Western Europe,2018,,,,,
159,3,4,Iceland,7.495,1.3430000000000002,1.644,0.914,0.677,0.353,0.138,Western Europe,2018,,,,,
160,4,5,Switzerland,7.487,1.42,1.5490000000000002,0.927,0.66,0.256,0.35700000000000004,Western Europe,2018,,,,,
161,5,6,Netherlands,7.441,1.361,1.4880000000000002,0.878,0.638,0.333,0.295,Western Europe,2018,,,,,
162,6,7,Canada,7.3279999999999985,1.33,1.5319999999999998,0.8959999999999999,0.653,0.321,0.29100000000000004,North America,2018,,,,,
163,7,8,New Zealand,7.324,1.268,1.601,0.8759999999999999,0.669,0.365,0.389,Australia and New Zealand,2018,,,,,
164,8,9,Sweden,7.314,1.355,1.501,0.913,0.659,0.285,0.383,Western Europe,2018,,,,,
165,9,10,Australia,7.272,1.34,1.5730000000000002,0.91,0.647,0.361,0.302,Australia and New Zealand,2018,,,,,
166,10,11,United Kingdom,7.19,1.244,1.433,0.888,0.464,0.262,0.08199999999999999,Western Europe,2018,,,,,
167,11,12,Austria,7.1389999999999985,1.341,1.504,0.8909999999999999,0.617,0.242,0.224,Western Europe,2018,,,,,
168,12,13,Costa Rica,7.072,1.01,1.459,0.8170000000000001,0.632,0.14300000000000002,0.101,Latin America and Caribbean,2018,,,,,
169,13,14,Ireland,6.977,1.4480000000000002,1.5830000000000002,0.8759999999999999,0.614,0.307,0.306,Western Europe,2018,,,,,
170,14,15,Germany,6.965,1.34,1.474,0.861,0.586,0.273,0.28,Western Europe,2018,,,,,
171,15,16,Belgium,6.9270000000000005,1.324,1.483,0.894,0.583,0.188,0.24,Western Europe,2018,,,,,
172,16,17,Luxembourg,6.91,1.5759999999999998,1.52,0.8959999999999999,0.632,0.196,0.321,Western Europe,2018,,,,,
173,17,18,United States,6.886,1.398,1.471,0.8190000000000001,0.547,0.29100000000000004,0.133,North America,2018,,,,,
174,18,19,Israel,6.814,1.301,1.5590000000000002,0.883,0.5329999999999999,0.354,0.272,Middle East and Northern Africa,2018,,,,,
175,19,20,United Arab Emirates,6.774,2.096,0.7759999999999999,0.67,0.284,0.18600000000000005,,Middle East and Northern Africa,2018,,,,,
176,20,21,Czech Republic,6.711,1.233,1.489,0.8540000000000001,0.5429999999999999,0.064,0.034,Central and Eastern Europe,2018,,,,,
177,21,22,Malta,6.627000000000002,1.27,1.525,0.884,0.645,0.376,0.142,Western Europe,2018,,,,,
178,22,23,France,6.489,1.293,1.466,0.908,0.52,0.098,0.17600000000000002,Western Europe,2018,,,,,
179,23,24,Mexico,6.488,1.038,1.252,0.7609999999999999,0.479,0.069,0.095,Latin America and Caribbean,2018,,,,,
180,24,25,Chile,6.476,1.131,1.331,0.8079999999999999,0.431,0.197,0.061,Latin America and Caribbean,2018,,,,,
181,25,26,Taiwan,6.441,1.365,1.436,0.857,0.418,0.151,0.078,Eastern Asia,2018,,,,,
182,26,27,Panama,6.43,1.112,1.4380000000000002,0.759,0.597,0.125,0.063,Latin America and Caribbean,2018,,,,,
183,27,28,Brazil,6.419,0.986,1.474,0.675,0.493,0.11,0.08800000000000001,Latin America and Caribbean,2018,,,,,
184,28,29,Argentina,6.388,1.073,1.4680000000000002,0.7440000000000001,0.57,0.062,0.054000000000000006,Latin America and Caribbean,2018,,,,,
185,29,30,Guatemala,6.3820000000000014,0.7809999999999999,1.268,0.608,0.604,0.179,0.071,Latin America and Caribbean,2018,,,,,
186,30,31,Uruguay,6.379,1.093,1.459,0.7709999999999999,0.625,0.13,0.155,Latin America and Caribbean,2018,,,,,
187,31,32,Qatar,6.374,1.649,1.3030000000000002,0.748,0.654,0.256,0.171,Middle East and Northern Africa,2018,,,,,
188,32,33,Saudi Arabia,6.371,1.379,1.331,0.633,0.509,0.098,0.127,Middle East and Northern Africa,2018,,,,,
189,33,34,Singapore,6.343,1.529,1.4509999999999998,1.008,0.631,0.261,0.457,Southeastern Asia,2018,,,,,
190,34,35,Malaysia,6.322,1.161,1.258,0.669,0.35600000000000004,0.311,0.059,Southeastern Asia,2018,,,,,
191,35,36,Spain,6.31,1.251,1.538,0.965,0.449,0.142,0.07400000000000001,Western Europe,2018,,,,,
192,36,37,Colombia,6.26,0.96,1.439,0.635,0.531,0.099,0.039,Latin America and Caribbean,2018,,,,,
193,37,38,Trinidad & Tobago,6.192,1.223,1.492,0.564,0.575,0.171,0.019,,2018,,,,,
194,38,39,Slovakia,6.172999999999999,1.21,1.537,0.7759999999999999,0.354,0.118,0.014,Central and Eastern Europe,2018,,,,,
195,39,40,El Salvador,6.167000000000002,0.8059999999999999,1.231,0.639,0.461,0.065,0.08199999999999999,Latin America and Caribbean,2018,,,,,
196,40,41,Nicaragua,6.141,0.6679999999999999,1.319,0.7,0.527,0.208,0.128,Latin America and Caribbean,2018,,,,,
197,41,42,Poland,6.122999999999998,1.176,1.4480000000000002,0.7809999999999999,0.546,0.108,0.064,Central and Eastern Europe,2018,,,,,
198,42,43,Bahrain,6.105,1.338,1.366,0.698,0.594,0.243,0.123,Middle East and Northern Africa,2018,,,,,
199,43,44,Uzbekistan,6.096,0.7190000000000001,1.584,0.605,0.7240000000000001,0.328,0.259,Central and Eastern Europe,2018,,,,,
200,44,45,Kuwait,6.082999999999998,1.474,1.301,0.675,0.5539999999999999,0.16699999999999998,0.106,Middle East and Northern Africa,2018,,,,,
201,45,46,Thailand,6.072,1.016,1.4169999999999998,0.7070000000000001,0.637,0.364,0.029,Southeastern Asia,2018,,,,,
202,46,47,Italy,6.0,1.264,1.501,0.946,0.281,0.13699999999999998,0.028,Western Europe,2018,,,,,
203,47,48,Ecuador,5.973,0.889,1.33,0.736,0.556,0.114,0.12,Latin America and Caribbean,2018,,,,,
204,48,49,Belize,5.956,0.807,1.101,0.474,0.593,0.183,0.08900000000000001,,2018,,,,,
205,49,50,Lithuania,5.952000000000001,1.197,1.527,0.716,0.35,0.026,0.006,Central and Eastern Europe,2018,,,,,
206,50,51,Slovenia,5.948,1.219,1.506,0.856,0.633,0.16,0.051,Central and Eastern Europe,2018,,,,,
207,51,52,Romania,5.945,1.116,1.219,0.726,0.528,0.08800000000000001,0.001,Central and Eastern Europe,2018,,,,,
208,52,53,Latvia,5.933,1.148,1.454,0.6709999999999999,0.363,0.092,0.066,Central and Eastern Europe,2018,,,,,
209,53,54,Japan,5.915,1.294,1.462,0.988,0.5529999999999999,0.079,0.15,Eastern Asia,2018,,,,,
210,54,55,Mauritius,5.891,1.09,1.3869999999999998,0.684,0.584,0.245,0.05,Sub-Saharan Africa,2018,,,,,
211,55,56,Jamaica,5.89,0.8190000000000001,1.493,0.693,0.575,0.096,0.031,Latin America and Caribbean,2018,,,,,
212,56,57,South Korea,5.875,1.266,1.204,0.955,0.244,0.175,0.051,Eastern Asia,2018,,,,,
213,57,58,Northern Cyprus,5.835,1.229,1.211,0.909,0.495,0.179,0.154,,2018,,,,,
214,58,59,Russia,5.81,1.151,1.479,0.599,0.399,0.065,0.025,Central and Eastern Europe,2018,,,,,
215,59,60,Kazakhstan,5.79,1.143,1.516,0.631,0.454,0.14800000000000002,0.121,Central and Eastern Europe,2018,,,,,
216,60,61,Cyprus,5.7620000000000005,1.229,1.1909999999999998,0.909,0.423,0.202,0.035,Western Europe,2018,,,,,
217,61,62,Bolivia,5.752000000000002,0.7509999999999999,1.223,0.508,0.606,0.141,0.054000000000000006,Latin America and Caribbean,2018,,,,,
218,62,63,Estonia,5.739,1.2,1.5319999999999998,0.737,0.5529999999999999,0.086,0.174,Central and Eastern Europe,2018,,,,,
219,63,64,Paraguay,5.681,0.835,1.5219999999999998,0.615,0.541,0.162,0.07400000000000001,Latin America and Caribbean,2018,,,,,
220,64,65,Peru,5.6629999999999985,0.934,1.249,0.674,0.53,0.092,0.034,Latin America and Caribbean,2018,,,,,
221,65,66,Kosovo,5.662000000000001,0.855,1.23,0.578,0.448,0.274,0.023,Central and Eastern Europe,2018,,,,,
